arrived_at,num_prefill_tokens,num_decode_tokens
502.968084,397,86
503.045116,420,88
503.163481,1062,397
503.340795,1122,377
503.365214,4076,72
503.638528,1099,420
504.484074,1048,379
504.934923,1055,413
505.549891,3476,118
505.742381,1006,44
505.860913,1670,117
505.921992,411,81
506.372719,1757,45
506.38339,999,419
506.492262,247,14
506.605107,1020,388
506.698427,442,99
506.828814,324,18
506.947326,1009,410
506.972478,391,104
507.86665,1313,157
508.09311,2236,128
508.43065,1317,198
508.435168,386,99
508.494627,1043,401
508.692781,1165,45
508.801595,1028,414
509.160917,1821,143
509.656072,4078,54
509.815405,237,14
509.994495,1151,434
510.755881,1484,159
510.956135,427,93
511.075561,1207,400
511.136388,4071,56
511.153843,1001,407
511.310906,50,168
511.398907,1381,40
511.767646,396,93
511.946051,4096,51
512.2474,1040,396
512.285435,394,88
512.416391,378,48
512.505172,4162,78
513.000761,1307,501
513.264621,974,402
513.277759,1129,467
513.448515,1040,388
513.619191,1159,405
513.707687,946,398
513.960761,967,419
514.602199,1109,383
514.772686,1171,526
514.780436,1670,65
515.403555,4164,63
515.534765,1039,399
515.779439,2169,150
515.821248,1184,405
515.855894,2910,88
515.902264,421,99
515.917878,1046,398
516.027615,1034,428
516.132338,373,93
516.330053,890,115
516.568358,377,51
516.744016,426,126
516.754419,1508,76
517.071819,1059,410
517.792685,1196,410
518.180448,1072,419
518.329014,1020,394
518.403803,26,150
518.434726,1045,378
518.582906,4098,102
518.584327,2236,101
518.677818,1116,446
518.889586,1084,418
518.893264,1338,195
518.977789,1137,509
519.341556,1130,468
519.512431,387,82
519.782029,1087,402
520.446366,4077,61
520.470262,1075,395
520.561386,1131,396
520.955614,4152,165
521.170976,4089,56
521.364774,1353,144
521.498308,1484,159
522.322656,1183,384
522.431879,1318,148
523.158632,4076,39
523.515332,1907,90
523.919298,401,82
524.030533,2765,99
524.355108,1961,95
524.372276,403,135
524.373482,389,100
524.383658,399,101
524.426119,953,375
524.553292,1066,431
524.602302,298,18
524.623079,1146,413
524.934592,1178,607
525.179895,1066,388
525.179901,1248,378
525.205425,387,68
525.341844,1027,392
525.435461,858,107
525.599567,1052,413
525.632013,2202,41
525.762449,1034,417
525.821895,1038,394
526.068351,120,12
526.106125,435,117
526.380727,4085,56
527.202813,1190,403
527.267711,3030,46
527.293772,955,68
527.339592,1248,423
527.732358,406,96
527.760103,1093,411
527.943802,434,82
528.582558,368,72
528.820846,988,375
528.932572,418,95
528.974164,1531,70
529.023945,1135,410
529.586586,1142,79
529.735989,1189,378
530.408175,394,97
530.476367,1147,498
530.523498,4087,44
530.587208,985,427
530.690987,1047,99
530.721654,1128,410
530.722108,647,74
530.87466,972,388
530.984664,242,14
531.107568,1048,412
531.218547,1062,394
531.283946,396,97
531.285842,431,99
531.414553,4107,57
531.679788,405,92
531.803293,959,384
532.254232,387,68
532.338528,1254,419
532.56478,396,75
533.200663,1100,424
533.626326,1028,408
533.943829,955,394
534.067281,19,178
534.231896,373,60
534.352059,1023,396
534.353665,1105,407
534.383395,1028,379
534.515678,4070,37
534.834852,1907,84
534.865144,1028,396
534.876474,1364,480
534.937006,1034,417
535.177142,2744,60
535.197189,1084,414
535.321472,378,45
535.537642,1028,55
535.655406,1103,396
535.865762,1314,156
535.894999,404,91
536.036228,1002,388
536.231377,1128,502
536.534806,4084,61
536.800261,1018,395
536.825915,3030,46
536.927042,840,45
537.515876,449,119
537.725338,376,145
537.778858,2169,134
537.833375,1030,393
537.845951,374,79
537.919124,1992,66
538.366426,957,388
538.389862,1043,377
538.575126,4191,51
538.597894,864,129
538.688442,2059,94
539.388174,1150,395
539.759033,386,69
539.824515,325,18
540.086151,1114,429
540.218234,4093,52
540.277345,1093,398
540.327142,1052,373
540.557532,1122,377
540.772687,1002,373
541.417574,4086,32
541.547974,4079,79
541.83382,1071,405
541.858978,1369,44
541.954274,1160,468
542.020426,1868,82
542.407408,1571,89
542.920137,719,113
543.070932,413,102
543.438787,1066,431
543.657347,1058,419
543.678981,1000,375
543.693864,4101,52
543.741869,404,68
544.036075,1484,159
544.475686,400,98
544.551295,429,84
545.154805,1054,414
545.15695,691,51
545.183188,396,90
545.338919,4079,163
545.482877,387,97
546.587911,1185,384
546.698531,2765,136
546.881597,1130,609
547.137081,3607,73
547.661203,2332,81
547.826264,1313,145
548.010759,398,123
548.033923,1121,423
548.07716,428,101
548.11058,1077,391
548.313571,1341,50
548.338221,4076,46
549.037038,4075,51
549.773778,384,69
549.79787,1085,363
549.799308,2058,91
550.191742,404,93
550.224961,1386,125
550.256421,382,57
550.388169,396,104
550.409411,410,152
550.418807,4085,58
550.484464,993,40
550.555874,2059,94
550.873614,391,57
551.073669,1190,375
551.509863,1912,72
551.518064,1101,430
551.57112,2935,63
551.632678,719,113
551.82579,1314,144
551.918218,1024,395
552.229153,2221,194
552.369948,1126,397
552.464202,976,599
552.712639,4138,73
552.895975,1110,427
553.05852,1091,401
553.171949,4069,46
553.184616,1093,396
553.230019,983,400
553.331354,1314,152
553.63384,1015,458
553.699442,1152,395
553.70892,12,113
553.785754,1125,468
553.936616,1024,410
553.986387,1571,89
554.018376,376,91
554.395495,1049,411
554.70125,1139,50
555.909216,2464,78
556.067021,977,411
556.561668,1076,375
556.836467,1131,413
557.210532,1008,446
557.217188,1353,182
557.68278,730,42
557.71241,1240,398
558.005361,398,105
558.594207,1386,125
558.597142,1182,411
558.854829,400,92
558.864351,1316,256
558.893029,398,97
559.084284,650,54
559.086508,1160,414
559.557191,1187,84
559.827566,1094,406
560.03891,1098,449
560.367698,398,80
560.3924,954,54
560.929026,419,99
561.116264,4089,85
561.238344,400,97
561.452236,1146,375
561.544507,1210,385
561.549423,396,90
561.557775,435,64
561.936362,375,96
562.098466,381,81
563.085777,384,99
564.203211,1912,72
564.273681,1095,423
564.323307,1201,426
564.366295,1092,502
564.527581,1109,91
564.824093,366,80
564.871019,1730,104
565.462131,1357,200
565.704233,372,79
565.816645,1025,414
565.944831,1171,396
566.240345,4095,87
566.507067,371,62
566.619072,881,141
566.667787,413,106
566.84934,120,12
567.5731,2106,114
567.874277,2935,63
568.01098,1087,394
568.231831,1136,396
568.313475,376,56
568.452681,1244,396
568.472129,1184,424
568.775729,1047,87
568.890258,1999,97
568.917555,4101,25
568.967653,1085,375
568.991324,1002,398
569.097817,1063,385
569.178348,1315,163
569.206371,1150,411
569.38329,1098,88
569.424093,4074,200
569.543607,1158,427
569.605697,1069,388
569.706916,429,100
570.119616,4085,41
570.280861,1076,404
570.380451,385,87
570.384034,4076,50
570.458615,398,146
570.510028,1035,373
570.879748,2697,100
570.918283,1089,395
570.945669,1316,203
571.063535,870,81
571.086195,1170,502
571.236652,1190,375
571.484966,1027,390
572.101918,1145,478
572.393394,982,442
572.402776,1103,411
572.53906,306,18
572.963954,1254,419
573.119185,957,74
573.299268,1067,395
573.445919,1176,500
573.514404,1160,398
573.602823,1086,405
573.730969,1113,417
573.763435,4090,41
574.137611,1010,82
574.157262,7,143
574.214139,4105,38
574.706344,2123,94
574.809693,4074,42
574.825105,2468,87
574.839099,406,80
574.973124,4088,37
575.023074,1109,84
575.158947,430,102
575.373318,393,59
575.627787,309,18
576.188499,396,84
576.393648,952,427
576.590691,2106,108
576.63069,1042,403
576.705689,1074,378
576.925496,4088,61
576.951614,1044,386
577.486728,368,45
577.554265,1236,376
577.841697,772,136
578.676951,1185,401
578.739317,1034,417
578.956715,383,94
579.005343,1022,494
579.040908,972,396
579.090003,4075,62
579.538825,402,135
580.045003,1183,501
580.13054,1025,916
580.414129,373,88
580.633726,387,67
580.735196,1315,188
580.948557,1315,154
581.024151,58,111
581.39416,4123,76
581.44863,957,74
581.601289,647,46
581.634794,1022,426
581.811993,382,54
581.818877,392,104
581.846637,1155,403
581.9897,1057,398
582.241347,1129,416
582.774945,1358,51
583.284525,1004,413
583.939653,391,97
584.311027,1004,399
584.369074,989,426
584.484603,459,90
584.665837,373,80
584.794392,1147,448
584.84854,1280,91
584.85204,1037,410
585.002371,869,47
585.564116,371,69
585.750296,1094,411
585.847684,1108,442
585.854814,394,79
586.122383,849,100
586.450888,403,86
586.574435,1314,152
587.06943,1063,374
587.387042,851,85
587.391729,902,75
587.946101,385,78
587.977508,4185,31
588.217877,2388,52
588.921241,1039,410
589.053124,1094,411
589.104567,981,409
589.123651,4100,180
589.266671,1999,97
589.606535,386,79
589.651068,1315,144
590.140468,2738,113
590.512464,371,100
590.67333,405,93
590.701009,4623,59
590.830542,783,45
591.063892,1054,397
591.254157,1200,518
591.487693,430,86
591.826743,4100,52
592.010237,1039,404
592.80672,1093,411
592.858066,1014,659
593.107987,1069,383
593.150701,4094,105
593.295654,1056,430
593.979869,402,92
594.44933,1730,107
594.466164,31,234
594.603775,386,90
594.8018,421,92
594.920412,1351,139
595.397182,1072,401
595.440357,1144,550
595.524156,1045,411
595.609443,1054,443
595.765858,4114,47
595.800765,983,377
596.120339,1162,594
596.633649,2042,45
596.830989,1026,408
596.918385,1041,463
597.285289,1069,414
597.317936,1190,375
597.320773,2425,51
597.380464,1280,92
597.463937,1107,453
597.666239,1162,449
597.857193,390,104
598.060952,2374,110
598.163707,1003,381
598.414642,1074,434
598.487588,1737,89
598.550732,1143,426
598.965263,1079,396
599.127265,849,100
599.164945,4078,42
599.269031,2388,52
599.600682,1045,397
599.614689,385,89
599.752515,407,122
599.971336,1143,396
600.197636,958,89
600.515322,1031,74
600.605122,1127,639
600.683617,1101,478
601.091604,409,78
601.311706,4095,36
601.466181,1054,454
601.674187,400,82
602.028563,421,80
602.097119,1077,468
602.199713,1023,397
602.445198,1044,386
603.004146,403,135
603.745663,397,66
604.079808,1117,442
604.227176,61,136
604.59086,27,192
604.596151,1035,388
604.752987,1129,396
605.011268,1056,451
605.104476,1315,166
605.286558,406,104
605.429996,12,149
605.430718,444,99
605.69793,393,102
606.038441,4074,68
606.543503,375,64
606.552333,1313,143
606.756711,402,98
606.797762,1180,597
606.967593,1147,394
607.011936,1117,387
607.260156,404,145
607.558052,1091,375
607.723252,1061,418
608.278205,1038,387
608.345554,4093,61
608.430454,1052,409
608.674405,391,155
608.815802,1313,169
609.176858,1038,394
609.221177,1737,92
609.270944,1001,403
609.357604,1100,426
609.638717,400,95
609.716142,395,78
609.830011,1066,432
609.918159,1639,91
610.665765,1013,375
610.924297,1104,399
610.95751,4089,41
610.999742,1027,429
611.027167,1116,426
611.251287,944,393
611.890955,3340,60
611.927679,453,85
611.950102,371,79
611.989482,1039,717
611.990152,1072,446
612.513381,404,104
612.55629,1101,432
612.637912,2091,88
612.648138,921,45
612.654896,4090,57
612.956305,1017,520
613.380558,1182,428
613.644021,1042,424
614.501364,1048,405
615.218849,405,92
615.501687,4109,47
615.532284,1023,520
615.826966,10,173
615.997531,1412,94
616.001835,1314,136
616.181932,1143,396
616.190817,2069,95
616.307354,1417,55
616.733591,415,119
616.895691,4152,83
616.918322,372,62
617.222231,3340,58
617.282124,398,100
617.732928,398,76
617.747463,1047,388
617.889987,844,78
617.897013,1096,429
618.374188,1353,156
618.899661,1084,429
619.214729,1064,398
619.314959,393,82
619.553121,624,50
619.787048,1038,379
620.022854,391,67
620.103868,1312,39
620.303361,1639,87
620.632736,2238,147
620.644823,1039,417
620.671461,1035,605
620.856063,1082,419
621.012071,1156,378
621.122314,4083,58
621.441368,1234,393
621.923759,1012,394
622.096744,386,84
622.69696,1089,396
622.697658,391,107
623.313174,1037,425
623.542788,1412,94
623.637658,635,66
623.931544,4092,70
624.153346,593,56
624.294602,919,100
624.599783,4072,35
624.934217,422,110
625.134892,395,100
625.752632,1175,521
625.931065,973,393
626.255745,1333,86
627.063547,1021,393
627.237661,1143,414
627.429505,1061,427
627.603076,387,52
627.631982,4073,371
627.727377,401,107
627.818011,4093,67
627.990388,1045,397
627.999566,1030,631
628.003035,1065,86
628.445711,1117,426
628.469204,393,93
628.552169,1109,378
628.559229,696,43
628.703398,181,105
629.411643,1212,406
629.654253,1070,415
630.058306,1314,191
630.471365,1126,403
630.543396,407,53
630.556209,1030,429
630.769659,4106,93
630.798192,2468,92
630.949398,1999,94
631.21128,4077,43
631.322199,2062,132
631.415948,1057,374
631.728127,404,130
631.905691,1001,403
632.287253,1131,426
632.444668,4094,40
632.711841,1722,92
632.901419,411,101
633.109395,1349,126
633.178558,449,117
633.51799,2136,139
634.071633,427,102
634.079161,1333,86
634.133674,2063,51
634.188641,1131,433
634.561317,463,164
634.665706,1317,207
635.050666,979,388
635.110573,391,86
635.320354,381,71
635.332772,2000,71
635.413443,1443,76
635.820305,1171,396
635.826884,2221,196
636.002242,2627,158
636.021393,1103,405
636.226629,4089,100
636.695808,2199,72
637.081731,4090,40
637.110063,4077,33
637.17202,1034,402
637.383561,928,88
637.741399,973,405
637.788169,1162,527
637.798159,1730,107
638.191806,855,47
638.27374,401,98
638.365855,1107,588
638.59554,1139,420
638.904508,1082,607
639.021467,390,75
639.057257,4084,40
639.280558,1115,477
639.370612,1140,403
639.6116939999999,1316,288
639.67699,2468,92
639.767163,1078,615
640.137055,1078,459
640.366187,2062,104
640.572976,1050,501
640.790738,978,550
640.88309,4081,32
641.177552,1136,411
641.188879,4107,46
641.617166,1144,385
641.900202,1147,669
642.169961,393,122
642.232971,1045,479
642.234341,2238,157
642.451175,1324,200
642.569276,4085,58
642.589751,1057,89
642.615243,374,64
642.939282,2216,79
643.088384,1086,451
643.198457,1031,375
643.443914,4085,26
643.588696,1111,401
643.939171,392,97
644.612912,1443,76
645.045496,1000,414
645.261694,1722,100
645.444024,4086,48
645.532172,1186,380
645.584071,181,57
645.730441,2136,129
645.945459,404,102
646.211598,1089,402
646.477503,996,400
646.477934,1104,405
646.579798,409,95
646.607252,1030,624
646.904815,370,107
647.063168,1139,393
647.784458,1103,408
647.841334,1076,446
647.863901,1074,396
648.046674,1149,380
648.08082,1503,69
648.105269,1023,432
648.7156,1109,415
648.810284,1039,396
649.266333,1135,417
649.576146,1009,402
649.589853,387,100
649.774969,1076,404
650.11686,1082,607
650.174422,1038,394
650.504609,1131,377
650.61657,410,142
651.201927,1086,437
651.224799,1104,448
651.40747,181,267
651.433962,1176,500
651.493151,1101,629
651.858315,422,82
652.523732,181,202
652.729895,1112,410
652.803896,3089,46
653.050899,392,147
653.130725,373,91
653.250095,1078,956
653.283453,381,60
653.284191,313,18
653.410573,966,414
653.484675,4083,64
653.48812,1096,384
653.795224,378,64
653.829494,3810,72
654.150142,410,77
654.189865,1201,451
654.195012,1110,394
654.385692,978,429
654.437767,1036,414
654.439934,928,88
654.53136,390,63
654.646804,1126,409
654.933495,1171,396
655.228494,1031,375
655.245007,1102,405
655.373614,1079,398
655.585228,1140,403
655.593587,2000,82
655.914792,442,96
655.978698,388,67
656.022999,1120,406
656.419146,1001,421
656.430186,1353,436
656.71459,1085,400
656.737395,371,67
656.771449,1017,404
656.847042,404,91
657.773954,1109,404
657.832717,1033,415
657.834415,1048,396
657.919375,390,99
658.014764,1111,413
658.060144,4974,132
658.065069,1096,397
658.580524,380,80
658.73399,2137,79
658.855832,2216,108
658.974554,1100,408
659.392344,1141,393
659.527666,404,110
659.803811,1073,381
659.817691,1122,396
659.995568,1065,396
660.016623,408,91
660.257071,1115,477
660.596543,4080,71
660.674091,1072,394
660.674909,1133,385
660.847751,428,94
660.978336,1106,396
660.991974,16,136
661.103304,2584,147
661.185297,1168,428
661.212864,4075,63
661.348725,1068,426
661.682321,1899,50
662.058756,1065,500
662.82109,934,52
662.996296,1082,398
663.007323,1037,487
663.056109,1917,113
663.189044,1037,407
663.235125,1124,428
663.496472,4076,31
663.646596,2159,74
663.680026,9,161
663.77924,396,92
664.003483,1214,417
664.075333,2643,101
664.177722,1100,386
664.279775,411,79
664.994407,3810,48
665.060463,382,62
665.364152,4090,665
665.416826,407,113
665.692354,920,418
665.800857,881,118
665.867169,1083,395
666.224609,1099,616
666.61446,395,88
666.72941,1503,153
666.807973,382,72
666.843404,1315,240
666.947365,181,134
666.988935,384,111
667.133824,1144,470
667.149454,1144,407
667.163324,381,62
667.176299,961,27
667.249102,1109,393
667.441687,398,85
667.826589,1133,521
668.199171,1103,406
668.313483,1313,203
668.378022,203,165
668.379249,212,162
668.932934,2199,66
668.95058,1079,441
669.650974,1125,423
670.012891,1112,395
670.057542,1066,407
670.240759,967,375
670.437714,400,76
670.511478,181,145
670.785689,1057,443
670.927124,1011,76
670.981039,3089,46
671.235502,5069,56
671.921225,1081,371
672.039487,1048,403
673.175078,1012,414
673.30137,1075,412
673.498415,209,167
673.853073,42,166
673.88894,395,118
673.936721,1137,46
674.26593,402,100
674.47025,1917,90
674.490757,1081,396
674.582943,418,113
674.625585,4085,43
675.026985,411,84
675.453643,4974,132
675.610547,181,134
676.073218,4921,50
676.185669,1073,381
676.591434,1124,412
676.742008,1324,141
676.813068,399,94
677.1018,1106,396
677.682067,380,91
677.71656,411,188
677.950432,411,104
678.096898,1162,398
678.329555,181,60
678.372354,1093,414
678.555045,1176,621
679.352034,393,91
679.606542,4085,31
679.867071,1109,405
680.150996,4087,73
680.241058,410,92
680.391084,4074,169
680.80284,2771,45
681.494204,1006,394
682.024466,1140,379
682.028773,1078,405
682.031434,386,99
682.19602,396,94
682.319837,969,411
682.517532,2119,49
682.630131,313,18
683.010144,169,205
683.263525,2643,116
683.497514,1315,125
683.568999,1625,82
683.661434,1149,417
683.876376,1136,411
684.047975,398,78
684.626192,4080,51
684.719782,1085,427
684.892644,1033,508
685.134325,1018,434
685.201624,1125,422
685.202759,374,69
685.244987,4153,26
685.276648,90,20
685.596749,376,85
685.617512,2233,141
685.643224,209,174
685.749898,2137,92
685.779564,1056,442
685.917531,5020,70
686.13956,1066,377
687.271827,405,108
687.4498,393,99
687.565936,42,100
687.573903,828,72
688.193173,1093,405
688.360961,1095,407
688.529368,1049,429
688.815566,920,418
688.923998,1116,360
689.117492,403,99
689.326247,1317,194
689.586022,1147,424
689.911693,1139,393
689.92073,4078,66
690.216637,1114,412
690.783936,1097,420
691.228171,1162,410
691.409412,91,16
691.437004,967,396
691.46821,374,60
691.49716,1161,414
692.174313,1085,491
692.1745,382,89
692.315826,4090,54
692.42098,1189,74
692.473171,391,81
692.502079,206,161
692.559472,4080,138
692.583333,1099,429
692.861496,944,548
693.510634,1133,527
693.588455,990,429
693.662294,396,135
693.741566,1097,388
694.014063,782,84
694.128423,396,88
694.258633,4083,31
695.205125,1325,45
695.294255,1212,396
695.58291,1090,424
695.744187,1123,430
695.827438,4090,48
696.087646,1056,397
696.180283,1153,420
696.232057,2134,51
696.413854,954,99
696.586579,1177,399
696.643458,405,92
696.670449,4088,38
696.679158,181,162
697.231654,2292,70
697.406556,1119,377
697.59708,946,129
697.65941,2221,164
697.757753,1184,394
697.85909,425,91
697.998675,378,66
698.433266,1144,424
698.624815,1249,415
698.638611,203,181
698.704685,1037,379
698.723439,4079,66
698.724072,1083,406
698.884245,386,53
698.996375,1124,412
699.050912,181,133
699.726293,4081,38
699.946443,1065,382
700.152451,1441,150
700.561773,438,91
700.944472,181,174
701.078268,1095,396
701.420592,1133,420
701.774889,998,393
701.795203,382,53
701.889644,417,110
702.233932,398,94
702.286356,1166,421
702.297252,1027,396
702.298333,1034,403
702.745786,4072,49
703.357652,1924,105
703.500771,1054,423
703.651625,1018,429
703.659736,992,609
703.776426,1004,421
704.421565,2027,121
704.510827,1157,404
704.531378,450,84
704.598718,431,101
704.622504,4083,53
704.909445,1189,74
704.922034,1642,56
704.942045,401,101
705.076656,794,70
705.337027,1137,402
705.80584,392,84
705.839895,1172,511
706.111956,2584,199
706.136249,1161,420
706.203922,2584,150
706.234174,1314,322
706.664514,862,87
706.779873,388,78
706.809101,1496,53
707.062427,181,124
707.084347,1073,392
707.086425,1217,49
707.184707,1027,396
707.326616,4079,60
707.530723,405,142
707.835305,874,95
708.06243,91,24
708.815442,1111,595
709.088241,120,12
709.321629,1316,209
709.710885,391,88
710.060264,401,96
710.805409,1150,470
710.887384,407,94
710.890328,4087,30
711.201845,387,124
711.311061,377,119
711.529866,979,45
711.535157,1134,399
711.599652,401,96
711.626186,4076,30
711.686596,2664,49
711.907354,1827,35
712.119098,1180,371
712.188929,1090,414
712.716623,4082,90
712.886664,4131,28
712.894947,412,117
713.047061,1102,684
713.300246,387,52
713.334523,1000,59
713.598582,1087,397
714.083439,1140,467
714.154932,402,102
714.169684,1633,64
714.805514,987,29
715.192243,1123,400
715.246839,1150,424
715.319295,1160,385
715.394265,1116,393
715.868183,1111,935
716.156452,4076,37
716.224007,380,115
716.362255,1084,404
716.504139,1192,413
716.539976,1609,62
716.585452,399,95
716.633562,402,116
716.734619,1288,68
717.360431,1103,404
717.539481,1148,424
717.631345,1092,389
717.756363,376,58
717.98436,1171,530
718.431527,4080,40
719.136413,91,16
719.150437,394,80
719.303187,2766,98
719.379393,398,94
719.568503,1167,414
719.655756,1027,396
719.808827,181,104
719.846336,1319,209
719.935626,1319,150
719.978689,408,105
720.203678,1139,435
721.078797,1820,109
721.425575,1034,403
721.721988,1122,396
721.906704,1113,375
721.999625,181,78
722.015923,203,217
722.04148,397,115
722.381132,1110,408
722.631521,1149,407
722.639449,1466,76
722.670187,212,138
722.850253,878,102
722.863248,1058,394
722.995784,200,159
723.209723,1092,626
723.363269,4088,38
723.403773,399,83
723.514087,1091,376
723.555078,984,399
723.587287,1123,401
723.651732,1303,36
724.197047,881,33
724.294353,1017,409
724.294532,1096,421
724.295164,1140,411
724.305003,376,117
724.374014,384,69
724.712662,981,393
724.712669,386,73
724.867043,1004,403
725.203925,455,92
725.254918,1134,402
725.570008,1316,139
725.739721,1144,420
726.023407,387,73
726.172884,1042,385
726.638538,736,300
727.081823,379,93
727.179962,1312,138
727.254217,1169,421
727.393663,408,129
727.416047,1019,396
727.422456,395,126
727.638636,1191,464
727.69915,932,102
727.71415,4101,138
727.867996,1021,412
727.911596,1103,405
727.992981,405,93
728.067725,203,152
728.140033,1148,421
728.362272,181,165
728.420547,1069,426
728.705384,1137,396
728.722168,1763,45
728.92424,4116,132
729.109933,1008,89
729.173462,1019,415
729.391993,1086,398
729.475624,4096,50
729.575539,1371,33
730.205981,1161,397
731.457967,416,151
731.782775,91,24
731.961892,4087,38
732.049096,1151,411
732.105707,1075,56
732.751717,1092,499
732.752981,973,414
733.123481,394,55
733.329391,4080,47
733.566886,428,79
734.21622,411,90
734.508141,1167,549
734.587731,1102,383
734.673623,1110,377
735.168576,400,136
735.337705,2995,30
735.350232,1313,198
735.618835,387,102
735.636062,401,94
735.8825,1160,409
735.900839,379,92
735.917194,1056,397
735.918263,869,98
735.999376,1107,393
736.293758,4073,48
736.328386,1168,418
736.673242,388,90
736.791515,997,375
736.923919,1019,418
737.010397,4080,75
737.121985,4175,42
737.208754,997,420
737.245216,1053,429
737.313641,2935,47
737.525356,432,108
737.667709,1925,103
737.669226,929,99
737.675848,914,91
737.870512,1007,449
737.873927,1820,109
737.940308,392,86
738.837296,1076,596
738.919258,2440,136
738.924836,194,181
739.459559,4091,120
739.499406,984,397
739.542365,1048,397
740.115239,1316,150
740.339779,369,118
741.12498,1176,405
741.598335,200,138
741.620081,1064,384
741.965568,391,91
742.666569,386,70
743.089172,1083,1000
743.550658,1099,383
743.828087,986,433
743.92117,1091,405
744.008781,2359,32
744.032102,411,75
744.09901,1081,425
744.202058,4076,42
744.346677,1110,393
744.427889,2092,90
744.699674,4079,76
744.751579,1016,397
744.885164,1893,63
744.964558,377,70
744.973045,990,393
745.0058,1169,389
745.054559,1165,439
745.172284,181,186
745.231745,1171,435
745.313677,2649,35
745.370594,1007,391
745.435389,6472,96
745.450724,4113,78
745.554071,374,70
745.559805,1002,48
746.124839,1107,398
746.184108,1093,419
746.185402,999,397
746.303661,1127,441
746.318028,1011,397
746.88934,2354,53
746.900176,980,417
746.983316,181,103
747.02901,399,89
747.043351,1409,101
747.045039,1386,93
747.094426,1125,414
747.459034,1159,416
747.648523,2221,175
747.65842,1112,403
747.881679,391,99
748.145385,181,124
748.190027,1107,427
748.338069,1113,422
748.471164,1458,53
748.87939,4148,62
748.955588,406,98
749.159017,1312,205
749.460375,407,116
749.625073,1093,398
749.657917,377,57
749.696153,1125,386
749.881316,200,149
749.929288,1125,414
750.108918,206,217
750.695764,4094,45
751.021567,1107,375
751.446996,407,115
751.45831,2848,30
751.546581,1102,401
751.706813,1316,156
751.719936,377,35
751.739421,1111,418
751.769725,4093,28
751.961976,1055,400
752.037193,1112,429
752.475699,4078,49
752.503595,1314,198
752.536706,388,83
752.814645,206,162
753.030509,1081,391
753.100107,1023,575
753.55383,2584,138
753.617116,1071,394
753.873525,410,154
754.320061,721,71
754.418468,1086,614
755.064508,1315,179
755.099354,379,72
755.224727,400,89
755.654749,1054,390
755.912033,402,163
755.99812,2382,80
756.009483,1112,386
756.080111,1021,421
756.288371,1055,398
756.566393,120,12
756.585399,981,375
756.894514,1315,175
757.147232,1046,397
757.375456,423,80
757.404903,1115,654
757.502648,1269,103
757.55218,397,115
757.776134,1409,101
758.119665,1058,394
758.282435,399,88
758.404382,446,94
758.454969,1137,402
758.573865,1110,410
758.851994,388,91
759.17859,1066,393
759.428996,1163,428
759.535251,1088,641
759.585704,1002,411
759.669092,1186,414
759.924759,2504,43
760.155771,1087,383
760.337624,871,79
760.65873,377,61
760.727552,91,16
760.765805,191,162
761.124267,1312,162
761.286862,4075,27
761.393611,373,81
761.557642,980,400
761.744687,212,217
761.747169,1057,387
762.095762,4072,45
762.107316,390,96
762.227928,386,119
762.366084,1081,372
762.6201,450,90
762.698599,4073,37
762.860872,302,18
762.891416,4143,95
762.95504,1161,405
763.209425,1045,375
763.308561,1107,55
763.634448,1081,397
763.81935,1318,113
764.040412,1180,427
764.215395,4074,44
764.280326,1315,127
764.281456,372,54
764.425138,1018,375
764.47837,197,217
764.830953,1093,407
765.098463,376,81
765.7604,1106,429
766.862666,4081,103
767.039881,421,92
767.296297,422,98
767.298145,407,140
767.327362,4076,33
767.655395,420,106
767.867908,1352,144
768.098849,91,16
768.139405,1539,94
768.422878,6472,96
768.673334,181,169
768.794758,72,202
768.909685,181,120
769.55533,992,396
769.762253,4092,67
769.780994,388,84
769.794423,2513,105
769.90382,1050,638
770.082726,392,106
770.521212,1127,396
770.662195,1646,44
770.709021,433,87
771.298247,1081,397
771.298506,373,70
771.444114,1058,407
771.509416,1098,393
771.666215,376,83
771.70391,206,162
771.760343,1099,386
771.908077,1646,44
772.04591,1019,396
772.398776,980,374
772.618748,371,58
772.708374,981,398
772.793651,2077,69
773.035474,404,93
773.039851,408,87
773.121583,2677,82
773.153698,705,66
773.374241,203,211
773.413219,1176,114
773.545163,1081,408
773.890023,1092,720
773.932874,1037,388
774.130768,1127,408
774.138212,788,29
774.345931,175,164
774.482166,401,93
774.529959,1000,430
774.627911,410,85
774.711237,4079,482
774.757966,374,63
774.814092,1113,423
774.96263,1318,142
775.033915,988,431
775.063605,1022,392
775.105355,2584,156
775.354617,1314,176
775.732013,4075,42
775.743086,2685,82
775.960072,1704,107
776.193182,1107,398
776.434224,1139,398
776.789415,1045,396
776.823446,1051,400
776.83042,405,87
777.049179,1064,393
777.051466,387,117
777.23754,1049,429
777.428133,181,205
777.486559,4079,29
777.502645,1071,398
777.511686,2255,91
777.827451,999,396
777.857612,1069,450
778.390923,1040,403
778.752349,961,429
779.149349,988,401
779.327655,1039,430
779.335138,1040,393
779.467555,1508,49
779.510419,317,18
779.579953,393,116
779.587005,371,63
779.65372,920,104
779.741338,1118,141
779.879947,382,61
779.948518,410,129
780.120326,1108,434
780.325977,325,18
780.449256,397,100
780.471439,4082,69
780.475643,4085,63
780.516364,398,92
780.882063,1125,399
781.255016,1168,427
781.267135,2045,60
781.442016,1097,403
781.463082,2878,48
781.667614,200,165
