,time_stats.send_recv.min,time_stats.send_recv.max,time_stats.send_recv.mean,time_stats.send_recv.median,time_stats.send_recv.std,rank,num_workers,size,collective,devices_per_node,max_devices_per_node
0,0.009000000000000001,0.013000000000000001,0.011333333333333334,0.012,0.0016996731711975948,0,2,2048,send_recv,1,4
1,0.014,0.018000000000000002,0.015333333333333332,0.014,0.0018856180831641276,0,2,10240,send_recv,1,4
2,0.015,0.02,0.017,0.016,0.002160246899469287,0,2,18432,send_recv,1,4
3,0.014,0.029,0.01966666666666667,0.016,0.0066499791144200016,0,2,26624,send_recv,1,4
4,0.021,0.025,0.022333333333333334,0.021,0.0018856180831641268,0,2,34816,send_recv,1,4
5,0.021,0.04,0.029666666666666664,0.028,0.00784573486395988,0,2,43008,send_recv,1,4
6,0.025,0.034,0.02866666666666667,0.027,0.003858612300930076,0,2,51200,send_recv,1,4
7,0.024,0.04,0.034333333333333334,0.039,0.007318166133366716,0,2,59392,send_recv,1,4
8,0.04,0.042,0.041,0.041,0.0008164965809277268,0,2,67584,send_recv,1,4
9,0.034,0.044,0.04,0.042,0.0043204937989385715,0,2,75776,send_recv,1,4
10,0.034,0.04,0.037666666666666675,0.039,0.0026246692913372695,0,2,83968,send_recv,1,4
11,0.036000000000000004,0.045,0.04,0.039,0.003741657386773939,0,2,92160,send_recv,1,4
12,0.033,0.04,0.036333333333333336,0.036000000000000004,0.002867441755680875,0,2,100352,send_recv,1,4
13,0.021,0.036000000000000004,0.027333333333333338,0.025,0.006342099196813484,0,2,108544,send_recv,1,4
14,0.036000000000000004,0.042,0.038000000000000006,0.036000000000000004,0.0028284271247461896,0,2,116736,send_recv,1,4
15,0.034,0.037,0.035,0.034,0.001414213562373093,0,2,124928,send_recv,1,4
16,0.03,0.036000000000000004,0.032,0.03,0.0028284271247461927,0,2,133120,send_recv,1,4
17,0.025,0.029,0.027,0.027,0.0016329931618554523,0,2,141312,send_recv,1,4
18,0.027,0.032,0.028999999999999998,0.028,0.002160246899469287,0,2,149504,send_recv,1,4
19,0.028,0.043000000000000003,0.03566666666666667,0.036000000000000004,0.006128258770283413,0,2,157696,send_recv,1,4
