,request_p99,request_mean,prefill_p99,prefill_mean,decode_p99,decode_mean
llumlet@1p,1.5869415262286004,1.431061307181559,0.08093506511763093,0.04614645461129904,0.012021080575736602,0.010819647285705105
llumlet@2p,1.5857360549004504,1.4310298523115241,0.08393470679166189,0.047024192184673734,0.012042093400737199,0.01081254421974097
llumlet@3p,1.5954602379399134,1.4306349795475612,0.08744224922686325,0.04816995984140058,0.012088049670827734,0.010800507966454332
llumlet@4p,1.595348873943228,1.4306059266822266,0.10083129337817034,0.04944131777731326,0.012122601178042426,0.010790348507069584
llumlet@5p,1.6004906487374573,1.4317791795321613,0.09067448429652245,0.048462481054276876,0.012157138110104151,0.010807161706858427
llumlet@6p,1.600104950840613,1.4312338713528114,0.10291386156842879,0.04888747271983623,0.012159270501700577,0.01079958123932007
llumlet@7p,1.610491087945735,1.431866028954192,0.10095481951534682,0.04891249277167731,0.012192840638803049,0.010804324501425846
llumlet@8p,1.6024776864386152,1.4314448198567185,0.09969558238014084,0.04905509397894871,0.012147065669328215,0.010799919733420024
llumlet@9p,1.5768779662088737,1.4313630083077242,0.10018850463801639,0.04882010110493975,0.011959258326310618,0.010801116462521704
llumlet@10p,1.59298811912012,1.4316133881420556,0.10803968663706015,0.049161540820507395,0.012074679573881558,0.010800405057199548
vllm@1p,1.628030605689596,1.4563669536005617,0.04703936587407912,0.041690694556176265,0.012375782866326297,0.01105215827378421
vllm@2p,1.628030605689596,1.4563669536005617,0.04703936587407912,0.041690694556176265,0.012375782866326297,0.01105215827378421
vllm@3p,1.628030605689596,1.4563669536005617,0.04703936587407912,0.041690694556176265,0.012375782866326297,0.01105215827378421
vllm@4p,1.628030605689596,1.4563669536005617,0.04703936587407912,0.041690694556176265,0.012375782866326297,0.01105215827378421
vllm@5p,1.628030605689596,1.4563669536005617,0.04703936587407912,0.041690694556176265,0.012375782866326297,0.01105215827378421
vllm@6p,1.628030605689596,1.4563669536005617,0.04703936587407912,0.041690694556176265,0.012375782866326297,0.01105215827378421
vllm@7p,1.628030605689596,1.4563669536005617,0.04703936587407912,0.041690694556176265,0.012375782866326297,0.01105215827378421
vllm@8p,1.628030605689596,1.4563669536005617,0.04703936587407912,0.041690694556176265,0.012375782866326297,0.01105215827378421
vllm@9p,1.628030605689596,1.4563669536005617,0.04703936587407912,0.041690694556176265,0.012375782866326297,0.01105215827378421
vllm@10p,1.628030605689596,1.4563669536005617,0.04703936587407912,0.041690694556176265,0.012375782866326297,0.01105215827378421
