,request_p99,request_mean,prefill_p99,prefill_mean,decode_p99,decode_mean
llumlet@1p,1.595274851367384,1.4368737531848539,0.08195081344294598,0.04626526459490319,0.01208718319559957,0.01086412881710894
llumlet@2p,1.6014002830958498,1.4371553096224614,0.08393470679166189,0.04721212575397907,0.01218964794583625,0.01085893112397247
llumlet@3p,1.600713037885428,1.4367474257735535,0.09747137305960579,0.04858299931234191,0.012135695598493377,0.010845034581728167
llumlet@4p,1.605715078300397,1.4364122923931268,0.10642497917636377,0.049528280538464135,0.01218251140451714,0.010835031342614503
llumlet@5p,1.606733120874019,1.4379321335148314,0.09304064335261976,0.04882493470907196,0.012173995841158499,0.010852399990669946
llumlet@6p,1.6138371818880997,1.4373037465589067,0.10244676114237336,0.048892871308021446,0.012241308626586256,0.010846959962897489
llumlet@7p,1.618386269995206,1.4377342537263629,0.09971793649376062,0.049255559307946964,0.012206531702100658,0.010847489800143828
llumlet@8p,1.6090669914871982,1.4376906964504568,0.11317016526604615,0.049598458661929586,0.012173921506905777,0.01084447060772282
llumlet@9p,1.5907629030816577,1.4374797685462988,0.10681677903924189,0.048992183135715794,0.012067729661305818,0.010847559261020132
llumlet@10p,1.5982120239218849,1.437795531550714,0.1088942953234767,0.049447167635279905,0.012135029429354342,0.010846471593089277
vllm@1p,1.6432911513348114,1.4631881018270372,0.04706876472131617,0.04173399617507936,0.012515044547833908,0.01110511020040587
vllm@2p,1.6432911513348114,1.4631881018270372,0.04706876472131617,0.04173399617507936,0.012515044547833908,0.01110511020040587
vllm@3p,1.6432911513348114,1.4631881018270372,0.04706876472131617,0.04173399617507936,0.012515044547833908,0.01110511020040587
vllm@4p,1.6432911513348114,1.4631881018270372,0.04706876472131617,0.04173399617507936,0.012515044547833908,0.01110511020040587
vllm@5p,1.6432911513348114,1.4631881018270372,0.04706876472131617,0.04173399617507936,0.012515044547833908,0.01110511020040587
vllm@6p,1.6432911513348114,1.4631881018270372,0.04706876472131617,0.04173399617507936,0.012515044547833908,0.01110511020040587
vllm@7p,1.6432911513348114,1.4631881018270372,0.04706876472131617,0.04173399617507936,0.012515044547833908,0.01110511020040587
vllm@8p,1.6432911513348114,1.4631881018270372,0.04706876472131617,0.04173399617507936,0.012515044547833908,0.01110511020040587
vllm@9p,1.6432911513348114,1.4631881018270372,0.04706876472131617,0.04173399617507936,0.012515044547833908,0.01110511020040587
vllm@10p,1.6432911513348114,1.4631881018270372,0.04706876472131617,0.04173399617507936,0.012515044547833908,0.01110511020040587
