time_stats.attn_input_reshape.min,time_stats.attn_input_reshape.max,time_stats.attn_input_reshape.mean,time_stats.attn_input_reshape.median,time_stats.attn_input_reshape.std,time_stats.attn_decode.min,time_stats.attn_decode.max,time_stats.attn_decode.mean,time_stats.attn_decode.median,time_stats.attn_decode.std,time_stats.attn_output_reshape.min,time_stats.attn_output_reshape.max,time_stats.attn_output_reshape.mean,time_stats.attn_output_reshape.median,time_stats.attn_output_reshape.std,time_stats.attn_prefill.min,time_stats.attn_prefill.max,time_stats.attn_prefill.mean,time_stats.attn_prefill.median,time_stats.attn_prefill.std,n_embd,n_q_head,n_kv_head,block_size,num_tensor_parallel_workers,max_model_len,batch_size,prefill_chunk_size,kv_cache_size,is_prefill,attention_backend,profile_method
0.0,0.0,0.0,0.0,0.0,0.012,0.012,0.012,0.012,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,42,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.012,0.012,0.012,0.012,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,43,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.012,0.012,0.012,0.012,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,44,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.012,0.012,0.012,0.012,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,45,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.012,0.012,0.012,0.012,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,46,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.012,0.012,0.012,0.012,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,47,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.012,0.012,0.012,0.012,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,48,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.012,0.012,0.012,0.012,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,49,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.012,0.012,0.012,0.012,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,50,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.012,0.012,0.012,0.012,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,51,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.012,0.012,0.012,0.012,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,52,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.012,0.012,0.012,0.012,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,53,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.012,0.012,0.012,0.012,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,54,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.017,0.017,0.017,0.017,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,55,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.017,0.018000000000000002,0.0172,0.017,0.00040000000000000034,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,56,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.017,0.018000000000000002,0.017400000000000002,0.017,0.000489897948556636,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,57,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.017,0.018000000000000002,0.017400000000000002,0.017,0.000489897948556636,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,58,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,59,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.017,0.018000000000000002,0.017800000000000003,0.018000000000000002,0.00040000000000000034,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,60,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,61,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,62,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.018000000000000002,0.019,0.018400000000000003,0.018000000000000002,0.0004898979485566344,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,63,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,64,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,65,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.018000000000000002,0.02,0.018600000000000002,0.018000000000000002,0.0007999999999999992,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,66,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.018000000000000002,0.019,0.018600000000000002,0.019,0.0004898979485566344,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,67,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.019,0.02,0.0198,0.02,0.00040000000000000034,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,68,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.019,0.02,0.0198,0.02,0.00040000000000000034,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,69,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.019,0.02,0.0198,0.02,0.00040000000000000034,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,70,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,71,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,72,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,73,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,74,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,75,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.02,0.021,0.020200000000000003,0.02,0.00040000000000000034,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,76,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,77,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,78,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,79,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,80,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,81,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.02,0.021,0.0204,0.02,0.000489897948556636,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,82,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.02,0.021,0.0204,0.02,0.000489897948556636,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,83,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,84,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.02,0.021,0.020200000000000003,0.02,0.00040000000000000034,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,85,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.02,0.021,0.0206,0.021,0.000489897948556636,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,86,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.02,0.021,0.020800000000000003,0.021,0.00040000000000000034,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,87,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.02,0.021,0.0206,0.021,0.000489897948556636,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,88,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.02,0.021,0.0206,0.021,0.000489897948556636,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,89,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.02,0.021,0.020800000000000003,0.021,0.00040000000000000034,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,90,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.021,0.021,0.021,0.021,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,91,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.021,0.021,0.021,0.021,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,92,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.021,0.021,0.021,0.021,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,93,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.021,0.021,0.021,0.021,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,94,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.021,0.021,0.021,0.021,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,95,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.02,0.021,0.020800000000000003,0.021,0.00040000000000000034,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,96,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.021,0.021,0.021,0.021,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,97,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.021,0.021,0.021,0.021,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,98,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.021,0.021,0.021,0.021,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,99,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.021,0.021,0.021,0.021,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,100,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.021,0.021,0.021,0.021,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,101,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.021,0.021,0.021,0.021,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,102,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.021,0.021,0.021,0.021,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,103,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.021,0.021,0.021,0.021,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,104,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
0.0,0.0,0.0,0.0,0.0,0.021,0.021,0.021,0.021,0.0,0.002,0.002,0.002,0.002,0.0,,,,,,8192,64,8,16,2,4096,105,0,32,False,AttentionBackend.FLASH_ATTENTION,ProfileMethod.KINETO
