,schedule_mean,sampler_launch_mean,sampler_e2e_mean,prepare_inputs_launch_mean,prepare_inputs_e2e_mean,model_execution_launch_mean,model_execution_e2e_mean,process_model_outputs_mean,schedule_median,sampler_launch_median,sampler_e2e_median,prepare_inputs_launch_median,prepare_inputs_e2e_median,model_execution_launch_median,model_execution_e2e_median,process_model_outputs_median,model_name,batch_size,tensor_parallel_degree,ray_comm_time_mean
0,0.13882375787943602,0.7903150593241056,0.8194698796917995,0.36183286768694717,0.3914245559523503,0.43426038852582377,0.678530001702408,0.7018601366629204,0.13412257348126552,0.7827040829686267,0.8130191873792848,0.33588015517647485,0.3653129718556954,0.34403879367117474,0.5194416894544359,0.30697133912037383,microsoft/phi-2,8,1,0.17992950355013212
1,0.24228970691257593,0.8261813116925103,0.85334911258245,0.49219120826039997,0.5211789465072204,0.39568433195960767,0.7280507980256664,0.9245260105449327,0.24050822871257613,0.8211901687923834,0.8478932335068007,0.47473394468035474,0.5020775296572072,0.3495876890062582,0.5649598059183998,0.5504601583541882,microsoft/phi-2,16,1,0.22234283007529315
2,0.3364863553764047,0.8270241622183774,0.8545860371275528,0.6381220284950089,0.6667290738708264,0.3806381939432105,0.7381513714790344,1.1286625663775045,0.3392558079871081,0.8244815088563408,0.852995887262035,0.6293922206755027,0.6577037745562817,0.340615549342025,0.607137089182762,0.767205498602922,microsoft/phi-2,24,1,0.29281497857457883
3,0.4396450263683242,0.8702320470051332,0.8989310813973649,0.7841415101229542,0.812586745002655,0.3745726996449509,0.7824940475249531,1.351159555141372,0.4453028040573186,0.87022755302356,0.8967299365517066,0.7795795188894746,0.8081556757592292,0.34403879367117474,0.6603398591876849,1.001,microsoft/phi-2,32,1,0.3052372955764183
4,0.5469843970551607,0.9398417727601144,0.9678705640497708,0.968141864324289,0.9976268986300114,0.3738473695252211,0.8417592879625098,1.5790598361843056,0.5559923767721343,0.9370669745404243,0.9656049221893399,0.9540869055991824,0.9831431874917963,0.3461092322277037,0.7254228106581334,1.2373841204054425,microsoft/phi-2,40,1,0.3480127892426906
5,0.6350436116624999,0.9942341708396906,1.0224659458402818,1.1092111305802461,1.1386799707308712,0.39673848515188936,0.9087965067401028,1.8003258116593297,0.6498584924821468,1.001,1.0294240897138103,1.1018598583175088,1.1308839018714043,0.3495876890062582,0.7718225704980374,1.4784579668761635,microsoft/phi-2,48,1,0.3879521942178675
6,0.739105811192729,1.0651009018136852,1.0929323743557793,1.2975781674272027,1.325599180170517,0.3701795545545803,0.9552011501857605,2.0264956468566395,0.7565394545867864,1.073580714485702,1.1018598583175088,1.3112745331987539,1.3377640448307597,0.3474964421893278,0.844508433557472,1.7142911638952403,microsoft/phi-2,56,1,0.4313558168794917
7,0.8389046509286866,1.1791951823324414,1.2079062239833214,1.483588975540657,1.512367619978423,0.387882902731548,1.0321106125212194,2.20639639108175,0.8598472254562445,1.1912456904784723,1.2201814367474848,1.4933167214479137,1.5204398069247007,0.35239560815532,0.9130172266954232,1.8983777651717124,microsoft/phi-2,64,1,0.47485991825709994
8,0.8346379814135968,1.1791046568421861,1.2074120473771839,1.483732694057963,1.5120033464913991,0.3726713958397583,1.0170217781285544,2.207365003999454,0.8581292489818065,1.188865579208785,1.21531045782931,1.5023035583223343,1.5295898715599905,0.35239560815532,0.9130172266954232,1.905986486065466,microsoft/phi-2,64,1,0.48275701420840306
9,1.0498628154935608,1.3757340580105302,1.4041828171136868,1.9044164702834854,1.9333963787340256,0.38918767528361586,1.172997061178148,2.661252274630539,1.08004156409251,1.3702587697044193,1.3979398423554668,1.9289961132160778,1.9561919948396675,0.36824719786345367,1.0671585139263282,2.3750055832673604,microsoft/phi-2,80,1,0.5753998266884601
